机器质量等级,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
L,1422,50.3,7.489696335078533,146,0,Normal
L,1454,59.2,9.013277486910996,153,1,PWF
L,1519,39.3,6.25096335078534,155,0,Normal
L,1373,55.7,8.007968586387435,157,0,Normal
L,1492,45.0,7.030366492146597,162,0,Normal
L,1369,50.8,7.282219895287958,164,0,Normal
L,1630,36.0,6.144502617801047,169,0,Normal
L,1447,52.1,7.894104712041885,174,0,Normal
L,1740,30.8,5.6117277486910995,182,0,Normal
L,1477,41.4,6.402910994764397,184,0,Normal
L,1658,30.3,5.260460732984293,186,0,Normal
L,1902,23.4,4.660397905759162,188,0,Normal
L,1351,49.5,7.002565445026178,196,0,Normal
L,1666,30.7,5.355623036649215,203,0,Normal
L,1364,50.0,7.141361256544503,205,0,Normal
L,1566,37.8,6.19840837696335,218,0,Normal
L,1455,43.2,6.581780104712043,220,0,Normal
L,2143,17.3,3.882083769633508,227,0,Normal
L,1447,42.7,6.4698324607329845,229,0,Normal
L,1383,50.3,7.284282722513089,231,1,OSF
L,1772,27.1,5.028397905759163,233,0,Normal
L,1615,29.0,4.9041884816753925,235,1,TWF
L,1454,36.6,5.572397905759162,0,0,Normal
L,1445,49.1,7.429267015706806,2,0,Normal
L,1546,34.4,5.568837696335078,7,0,Normal
L,1567,39.3,6.448492146596858,9,0,Normal
L,1767,27.4,5.069717277486911,11,0,Normal
L,1539,34.2,5.511392670157068,13,0,Normal
L,1564,39.0,6.387015706806283,15,0,Normal
L,1455,46.0,7.008376963350785,29,0,Normal
L,2691,12.1,3.4095392670157065,31,1,PWF
L,1505,41.2,6.492774869109948,33,0,Normal
L,1456,46.6,7.104670157068063,35,0,Normal
L,1383,46.4,6.719497382198953,37,0,Normal
L,1865,22.7,4.433036649214659,48,0,Normal
L,1597,36.9,6.170607329842931,50,0,Normal
L,1495,38.6,6.04261780104712,52,0,Normal
L,1465,44.3,6.795759162303664,57,0,Normal
L,1906,21.7,4.330910994764397,62,0,Normal
L,1446,44.0,6.6621989528795815,64,0,Normal
L,1948,19.7,4.018387434554974,66,0,Normal
L,1480,47.1,7.299267015706806,68,0,Normal
L,1429,51.0,7.63130890052356,76,0,Normal
L,1405,48.8,7.179476439790576,78,0,Normal
L,1348,58.1,8.200921465968587,83,0,Normal
L,1331,68.6,9.560900523560209,85,1,PWF
L,1610,33.4,5.630785340314136,87,0,Normal
L,1453,42.7,6.496659685863875,92,0,Normal
L,1583,38.9,6.448031413612565,94,0,Normal
L,1635,39.8,6.81392670157068,99,0,Normal
L,1978,22.0,4.556649214659686,106,0,Normal
L,1568,39.2,6.436188481675393,112,0,Normal
L,1611,35.6,6.005403141361257,117,0,Normal
L,1567,36.1,5.923424083769634,124,0,Normal
L,1477,42.4,6.557570680628272,128,0,Normal
L,2197,15.8,3.63482722513089,133,0,Normal
L,1651,30.9,5.341979057591622,146,0,Normal
L,1370,51.7,7.416649214659686,153,1,HDF
L,1518,34.1,5.420293193717278,155,0,Normal
L,1648,29.6,5.10793717277487,157,0,Normal
L,1464,47.2,7.2356858638743455,159,0,Normal
L,1895,23.2,4.603560209424084,161,0,Normal
L,1884,23.4,4.6162931937172775,163,0,Normal
L,1450,46.6,7.075392670157068,165,0,Normal
L,1448,43.4,6.580439790575916,167,0,Normal
L,1389,49.6,7.21407329842932,169,0,Normal
L,1583,35.2,5.834722513089006,171,0,Normal
L,1425,51.1,7.624869109947644,173,0,Normal
L,1809,27.1,5.133392670157068,175,0,Normal
L,1892,21.8,4.318910994764398,177,0,Normal
L,1361,46.7,6.655361256544503,182,0,Normal
L,1325,55.3,7.6725130890052355,192,0,Normal
L,1358,53.1,7.550764397905759,194,0,Normal
L,1340,55.7,7.815497382198953,204,1,OSF
L,1366,47.7,6.822848167539267,206,0,Normal
L,1325,45.1,6.257329842931937,208,1,HDF
L,1462,43.6,6.6746806282722515,0,0,Normal
L,1385,53.6,7.773403141361257,5,0,Normal
L,1439,40.0,6.027225130890052,7,0,Normal
L,1708,24.8,4.435434554973822,17,0,Normal
L,1286,62.8,8.45662827225131,22,1,HDF
L,1485,46.3,7.199528795811518,24,0,Normal
L,1765,27.3,5.045497382198953,29,0,Normal
L,1688,28.8,5.090513089005236,31,0,Normal
L,1487,48.0,7.47392670157068,36,0,Normal
L,1384,50.5,7.318534031413613,38,0,Normal
L,1311,57.4,7.879727748691099,40,1,HDF
L,1331,61.2,8.529549738219895,47,1,HDF
L,1424,50.2,7.485319371727749,54,0,Normal
L,1500,39.6,6.219895287958115,56,0,Normal
L,1738,28.0,5.095706806282722,58,0,Normal
L,1482,41.4,6.424586387434554,63,0,Normal
L,1398,44.0,6.441047120418848,65,0,Normal
L,1972,21.3,4.3982827225130885,67,0,Normal
L,1603,37.6,6.311287958115184,69,0,Normal
L,1610,34.8,5.8668062827225125,71,0,Normal
L,1370,44.4,6.369424083769633,85,1,HDF
L,1263,60.6,8.014429319371729,90,1,HDF
L,1889,21.5,4.252722513089005,92,0,Normal
L,1591,29.8,4.964586387434555,105,0,Normal
L,1696,30.9,5.48758115183246,107,0,Normal
L,1346,47.5,6.694764397905759,109,1,HDF
L,1632,30.5,5.212146596858639,122,0,Normal
L,1559,36.0,5.876858638743456,124,0,Normal
L,1386,50.0,7.2565445026178015,132,0,Normal
L,1499,37.8,5.933214659685864,137,0,Normal
L,1612,33.4,5.637780104712041,139,0,Normal
L,1477,39.2,6.062659685863874,144,0,Normal
L,1624,34.4,5.849801047120419,146,0,Normal
L,1349,46.1,6.5119267015706805,148,1,HDF
L,1686,28.8,5.08448167539267,150,0,Normal
L,1362,54.8,7.815455497382198,155,1,HDF
L,1402,50.9,7.472439790575916,157,0,Normal
L,1334,53.2,7.431287958115184,159,1,HDF
L,1348,48.4,6.8317486910994765,161,1,HDF
L,1560,31.8,5.194554973821989,172,0,Normal
L,1317,59.4,8.191602094240839,179,0,Normal
L,1634,34.2,5.851602094240838,184,0,Normal
L,1423,46.2,6.884041884816755,186,0,Normal
L,1548,38.4,6.224418848167539,188,0,Normal
L,1573,36.5,6.011989528795811,193,0,Normal
L,1571,34.2,5.625989528795812,201,0,Normal
L,2211,15.4,3.5653821989528796,203,0,Normal
L,1555,40.6,6.610785340314136,205,0,Normal
L,1723,26.3,4.745015706806283,213,0,Normal
L,1565,35.3,5.784764397905758,6,0,Normal
L,1314,52.8,7.2648376963350785,8,1,HDF
L,1465,40.7,6.243507853403142,13,0,Normal
L,1573,36.6,6.028460732984294,15,0,Normal
L,1370,50.3,7.215811518324608,20,0,Normal
L,1462,38.8,5.9398534031413615,22,0,Normal
L,1717,26.8,4.818387434554974,27,0,Normal
L,1467,39.3,6.036973821989529,32,0,Normal
L,1657,31.9,5.534900523560209,37,0,Normal
L,1698,28.1,4.99620942408377,39,0,Normal
L,1359,49.3,7.015570680628272,41,1,HDF
L,1596,37.1,6.200167539267016,43,0,Normal
L,1383,46.9,6.7919057591623035,45,0,Normal
L,2203,16.6,3.829298429319372,47,0,Normal
L,1673,32.9,5.763528795811518,52,0,Normal
L,1340,47.8,6.707015706806282,54,0,Normal
L,1452,42.3,6.431371727748691,56,0,Normal
L,1438,41.4,6.233842931937173,66,0,Normal
L,1604,40.5,6.802303664921466,68,0,Normal
L,1832,23.2,4.450513089005236,70,0,Normal
L,1446,37.6,5.693151832460733,75,0,Normal
L,1905,20.9,4.169057591623036,77,0,Normal
L,1475,47.9,7.398167539267016,79,0,Normal
L,1462,48.5,7.424816753926701,81,0,Normal
L,1469,39.6,6.091350785340314,86,0,Normal
L,1537,35.5,5.713455497382199,91,0,Normal
L,1369,60.0,8.601047120418848,93,1,HDF
L,1506,37.2,5.866303664921467,95,0,Normal
L,1330,56.9,7.924293193717277,97,1,HDF
L,1660,38.0,6.605235602094241,99,0,Normal
L,1284,68.0,9.14261780104712,114,1,PWF
L,1545,35.1,5.67848167539267,128,0,Normal
L,1730,28.1,5.090366492146597,135,0,Normal
L,2001,20.7,4.337246073298429,137,0,Normal
L,1620,36.2,6.140732984293194,139,0,Normal
L,1424,38.0,5.666178010471204,144,0,Normal
L,1440,39.5,5.956020942408377,146,0,Normal
L,1520,42.8,6.812146596858638,148,0,Normal
L,1694,29.8,5.285989528795812,150,0,Normal
L,1610,39.2,6.608586387434555,152,0,Normal
L,1331,52.0,7.247329842931937,154,1,HDF
L,1470,41.2,6.341780104712043,156,0,Normal
L,1577,36.9,6.0933298429319365,158,0,Normal
L,1486,36.4,5.6639162303664925,160,0,Normal
L,1445,40.3,6.097748691099476,162,0,Normal
L,1743,28.1,5.12861780104712,170,0,Normal
L,1409,50.4,7.435979057591622,172,0,Normal
L,1361,45.4,6.470094240837697,174,1,HDF
L,1753,28.9,5.30489005235602,176,0,Normal
L,1832,22.9,4.39296335078534,178,0,Normal
L,1374,48.5,6.9779057591623035,180,1,HDF
L,1493,40.3,6.300303664921465,185,0,Normal
L,1317,49.0,6.75738219895288,187,1,HDF
L,1642,32.6,5.6051518324607335,201,0,Normal
L,2032,19.0,4.042722513089005,203,0,Normal
L,1393,44.9,6.549287958115183,208,0,Normal
L,1457,40.4,6.163643979057591,213,0,Normal
L,2825,5.8,1.7157068062827225,215,1,PWF
L,1402,50.1,7.3549947643979054,3,0,Normal
L,1471,51.1,7.8710052356020945,8,0,Normal
L,2695,12.6,3.5557068062827226,10,0,Normal
L,1435,48.1,7.227591623036649,12,0,Normal
L,1694,26.3,4.665151832460733,14,0,Normal
L,1687,26.6,4.698869109947644,16,0,Normal
L,1869,22.9,4.481685863874345,18,0,Normal
L,1259,63.9,8.424094240837695,20,1,HDF
L,1776,25.6,4.760795811518325,30,0,Normal
L,1430,46.5,6.96282722513089,35,0,Normal
L,1502,46.6,7.3291308900523555,37,0,Normal
L,1639,33.4,5.732209424083769,47,0,Normal
L,1541,42.2,6.809445026178011,52,0,Normal
L,1397,44.6,6.52420942408377,57,0,Normal
L,1686,28.9,5.102136125654449,59,0,Normal
L,1341,50.5,7.091151832460733,64,1,HDF
L,1486,43.0,6.690890052356021,66,0,Normal
L,1384,57.1,8.275015706806284,68,0,Normal
L,1362,55.8,7.958073298429318,70,1,HDF
L,1326,48.2,6.692481675392671,77,1,HDF
L,1566,30.3,4.9685654450261785,79,0,Normal
L,1549,38.5,6.2446596858638745,81,0,Normal
L,1588,33.9,5.636984293193717,89,0,Normal
L,1472,42.5,6.550785340314136,91,0,Normal
L,1607,37.7,6.3438638743455495,93,0,Normal
L,1440,43.4,6.544083769633508,100,0,Normal
L,1397,43.7,6.39255497382199,102,0,Normal
L,1524,46.6,7.436481675392671,104,0,Normal
L,1398,46.0,6.733821989528796,109,0,Normal
L,1491,39.3,6.135738219895288,114,0,Normal
L,1598,30.4,5.0868272251308895,124,0,Normal
L,1507,44.7,7.053706806282723,131,0,Normal
L,1595,31.4,5.244293193717278,133,0,Normal
L,1432,43.7,6.552712041884817,138,0,Normal
L,1424,42.8,6.381905759162303,140,0,Normal
L,1456,58.1,8.857968586387436,145,0,Normal
L,1649,31.0,5.352774869109948,152,0,Normal
L,1407,52.8,7.779015706806282,154,0,Normal
L,1543,35.8,5.784230366492146,164,0,Normal
L,1447,46.6,7.060753926701571,169,0,Normal
L,1449,48.8,7.404314136125654,181,0,Normal
L,1388,51.4,7.470492146596858,183,0,Normal
L,1664,28.6,4.983287958115183,190,0,Normal
L,1308,57.6,7.889089005235602,197,1,OSF
L,1480,40.0,6.198952879581152,199,0,Normal
L,1551,34.8,5.651811518324607,207,0,Normal
L,1414,36.3,5.374680628272251,209,0,Normal
L,1410,49.0,7.234554973821989,223,0,Normal
L,1446,43.2,6.541068062827225,225,0,Normal
L,1525,39.6,6.323560209424084,227,0,Normal
L,1298,65.5,8.902513089005236,229,1,OSF
L,1443,42.7,6.451947643979058,231,0,Normal
L,1442,45.3,6.840062827225131,233,1,TWF
L,1719,31.9,5.742,0,0,Normal
L,1532,39.4,6.320502617801047,2,0,Normal
L,1701,27.2,4.844732984293193,4,0,Normal
L,1458,45.1,6.885424083769633,15,0,Normal
L,1483,48.7,7.562523560209424,20,0,Normal
L,1513,40.4,6.400544502617801,22,0,Normal
L,1539,37.7,6.075424083769634,29,0,Normal
L,1653,29.7,5.140743455497382,34,0,Normal
L,1353,50.9,7.211277486910994,36,1,HDF
L,1388,49.9,7.25248167539267,48,0,Normal
L,1331,45.5,6.341413612565445,53,1,HDF
L,1326,58.5,8.12261780104712,55,1,HDF
L,1394,55.4,8.086659685863873,57,0,Normal
L,2009,18.9,3.9759267015706805,59,0,Normal
L,1586,32.2,5.347560209424084,64,0,Normal
L,1688,31.6,5.585424083769634,66,0,Normal
L,1450,43.2,6.559162303664922,68,0,Normal
L,1520,39.3,6.255078534031413,73,0,Normal
L,1514,42.7,6.7694031413612565,75,0,Normal
L,1365,66.8,9.547853403141362,80,1,PWF
L,1642,33.2,5.708314136125654,82,0,Normal
L,1325,62.4,8.65759162303665,92,1,HDF
L,1547,36.9,5.977413612565445,103,0,Normal
L,1479,40.4,6.256712041884817,105,0,Normal
L,1906,21.2,4.2311204188481675,110,0,Normal
L,1445,46.4,7.020732984293193,125,0,Normal
L,1556,32.9,5.360460732984293,132,0,Normal
L,1321,52.7,7.289706806282722,134,1,HDF
L,1578,31.2,5.155350785340314,139,0,Normal
L,1418,52.3,7.765591623036649,141,0,Normal
L,1446,44.0,6.6621989528795815,146,0,Normal
L,1329,50.6,7.0416125654450274,148,1,HDF
L,1563,34.8,5.695539267015707,150,0,Normal
L,1405,57.4,8.444712041884817,152,0,Normal
L,2224,16.0,3.7260732984293194,154,0,Normal
L,1716,29.9,5.372607329842931,156,0,Normal
L,1584,35.5,5.888167539267016,158,0,Normal
L,1374,51.2,7.3663664921465974,163,1,HDF
L,1551,37.3,6.057832460732984,168,0,Normal
L,1549,40.9,6.633937172774869,170,0,Normal
L,1400,53.7,7.872251308900523,175,0,Normal
L,1401,48.8,7.15903664921466,177,0,Normal
L,1487,46.0,7.162513089005236,184,0,Normal
L,1478,47.7,7.382261780104713,189,0,Normal
L,1743,26.3,4.800094240837696,191,0,Normal
L,1596,32.8,5.481549738219895,193,0,Normal
L,1642,30.8,5.295664921465969,195,0,Normal
L,1263,67.8,8.966638743455496,197,1,OSF
L,2016,19.9,4.200879581151832,199,0,Normal
L,1671,30.5,5.336701570680629,201,0,Normal
L,1404,43.2,6.351078534031414,203,0,Normal
L,1470,41.1,6.326387434554974,205,0,Normal
L,1617,37.9,6.417204188481675,207,0,Normal
L,1725,29.0,5.238219895287958,209,0,Normal
L,1446,40.9,6.192816753926702,211,1,TWF
L,1564,34.3,5.617298429319371,0,0,Normal
L,1670,29.1,5.088691099476439,2,0,Normal
L,1501,48.7,7.654314136125654,4,0,Normal
L,1551,35.9,5.830460732984292,6,0,Normal
L,1563,35.0,5.7282722513089,8,0,Normal
L,1351,41.8,5.913277486910994,10,1,HDF
L,1415,52.1,7.719528795811518,12,0,Normal
L,1647,34.2,5.898157068062828,14,0,Normal
L,1477,41.6,6.433842931937173,16,0,Normal
L,1923,21.5,4.329267015706806,18,0,Normal
L,1489,42.7,6.657623036649215,33,0,Normal
L,1542,35.7,5.764335078534032,38,0,Normal
L,1436,36.5,5.4883769633507855,43,0,Normal
L,1487,40.2,6.259413612565445,48,0,Normal
L,1967,20.3,4.181162303664921,50,0,Normal
L,1511,37.7,5.964890052356021,60,0,Normal
L,1359,57.2,8.139769633507854,67,1,HDF
L,1523,36.0,5.741151832460733,72,0,Normal
L,1638,36.2,6.208963350785341,84,0,Normal
L,1307,54.0,7.390366492146597,86,1,HDF
L,1642,28.3,4.865821989528795,88,0,Normal
L,1645,31.6,5.4431413612565445,93,0,Normal
L,1426,46.8,6.988146596858639,95,0,Normal
L,1709,31.8,5.690701570680629,100,0,Normal
L,1426,46.6,6.95828272251309,102,0,Normal
L,1429,43.7,6.538984293193717,104,0,Normal
L,1346,62.4,8.794806282722513,106,1,HDF
L,1454,43.0,6.546806282722513,108,0,Normal
L,1900,24.4,4.854450261780105,113,0,Normal
L,1479,36.2,5.606261780104712,115,0,Normal
L,1415,48.2,7.141675392670157,117,0,Normal
L,1539,39.0,6.284921465968586,119,0,Normal
L,1520,31.6,5.029528795811518,121,0,Normal
L,1480,45.8,7.097801047120419,123,0,Normal
L,1666,29.7,5.181172774869109,125,0,Normal
L,1456,47.6,7.257130890052356,127,0,Normal
L,1865,23.9,4.66738219895288,129,0,Normal
L,1488,48.4,7.541277486910994,134,0,Normal
L,1521,38.5,6.131780104712042,142,0,Normal
L,1507,39.5,6.2331413612565445,147,0,Normal
L,1487,42.0,6.539685863874346,152,0,Normal
L,1520,41.2,6.557486910994765,154,0,Normal
L,1633,28.0,4.787853403141361,164,0,Normal
L,1503,36.2,5.697235602094241,166,0,Normal
L,1351,45.1,6.380115183246073,168,1,HDF
L,1548,35.3,5.72192670157068,170,0,Normal
L,1923,23.3,4.691717277486911,172,0,Normal
L,1592,32.6,5.434471204188482,174,0,Normal
L,1427,46.8,6.993047120418847,179,0,Normal
L,1349,55.1,7.7832356020942415,187,1,HDF
L,1463,43.0,6.587329842931937,189,0,Normal
L,1511,37.2,5.885780104712042,197,0,Normal
L,1549,37.5,6.082460732984293,199,0,Normal
L,1461,45.4,6.945486910994764,0,0,Normal
L,1748,28.2,5.161633507853403,2,0,Normal
L,1690,26.7,4.7249214659685865,4,0,Normal
L,1686,26.3,4.643120418848168,9,0,Normal
L,1369,47.5,6.809162303664921,11,1,HDF
L,1433,43.7,6.557287958115184,13,0,Normal
L,1597,41.9,7.006732984293194,15,0,Normal
L,1610,32.2,5.428481675392671,17,0,Normal
L,1398,57.7,8.446554973821991,19,0,Normal
L,1977,20.0,4.140314136125655,21,0,Normal
L,1516,39.5,6.2703664921465965,23,0,Normal
L,1402,50.5,7.413717277486911,30,0,Normal
L,1636,35.0,5.995811518324607,38,0,Normal
L,1312,52.2,7.171350785340315,40,1,HDF
L,1708,29.8,5.329675392670158,42,0,Normal
L,1800,23.7,4.467015706806283,61,0,Normal
L,1641,32.6,5.601738219895289,63,0,Normal
L,1374,48.2,6.934743455497382,65,1,HDF
L,1494,37.0,5.788272251308901,67,0,Normal
L,1601,32.9,5.515486910994764,69,0,Normal
L,1634,36.9,6.313570680628272,71,0,Normal
L,1550,32.3,5.24240837696335,76,0,Normal
L,1563,32.2,5.2700104712041895,78,0,Normal
L,1395,48.3,7.055340314136125,80,0,Normal
L,1564,38.5,6.305130890052356,85,0,Normal
L,1721,30.0,5.406282722513089,87,0,Normal
L,1456,36.1,5.503832460732984,89,0,Normal
L,1555,33.9,5.5198429319371725,96,0,Normal
L,1409,41.9,6.181895287958115,98,0,Normal
L,1361,47.6,6.783623036649215,106,1,HDF
L,1399,49.2,7.207413612565445,111,0,Normal
L,1420,55.8,8.29696335078534,113,0,Normal
L,1359,44.2,6.289821989528796,115,1,HDF
L,1820,24.6,4.688167539267016,128,0,Normal
L,1556,45.3,7.3808167539267,135,0,Normal
L,1980,20.2,4.188062827225131,137,0,Normal
L,1456,44.0,6.708272251308901,142,0,Normal
L,1394,45.3,6.612376963350785,144,0,Normal
L,1365,56.2,8.032774869109948,146,1,HDF
L,2194,16.5,3.790680628272251,148,0,Normal
L,1403,55.6,8.168251308900524,150,0,Normal
L,1793,29.3,5.50103664921466,157,0,Normal
L,1829,24.5,4.692198952879581,159,0,Normal
L,1336,52.6,7.358492146596859,172,1,HDF
L,1341,51.0,7.161361256544502,174,1,HDF
L,1525,40.7,6.499214659685864,179,0,Normal
L,1511,45.7,7.230649214659685,184,0,Normal
L,1664,29.8,5.192376963350786,186,0,Normal
L,1735,26.1,4.741727748691099,194,0,Normal
L,1751,23.8,4.3637486910994765,196,0,Normal
L,1383,44.6,6.45882722513089,198,0,Normal
L,1382,50.5,7.307958115183246,203,0,Normal
L,1755,30.4,5.586596858638743,205,0,Normal
L,1466,43.0,6.600837696335079,210,0,Normal
L,1474,34.8,5.3712251308900525,215,0,Normal
L,1657,31.8,5.517549738219895,217,0,Normal
L,1435,40.1,6.025497382198953,219,0,Normal
L,1238,54.6,7.077989528795812,226,1,OSF
L,1324,54.2,7.514219895287958,228,1,OSF
L,1514,41.2,6.531602094240838,230,0,Normal
L,1732,25.6,4.642848167539268,232,0,Normal
L,1497,46.0,7.210680628272251,234,1,TWF
L,1958,21.5,4.408062827225131,0,0,Normal
L,1630,32.5,5.547120418848167,2,0,Normal
L,1658,30.5,5.295183246073298,7,0,Normal
L,1349,51.1,7.218209424083771,9,1,HDF
L,1452,52.9,8.043015706806283,11,0,Normal
L,1854,22.6,4.387476439790576,19,0,Normal
L,1626,32.3,5.499455497382199,21,0,Normal
L,1628,35.2,6.000586387434556,23,0,Normal
L,1679,34.8,6.118240837696335,25,0,Normal
L,1439,43.9,6.614879581151833,30,0,Normal
L,1350,48.1,6.799476439790576,32,1,HDF
L,1389,53.9,7.839486910994763,39,0,Normal
L,1610,35.5,5.984816753926702,63,0,Normal
L,1511,43.4,6.866743455497382,65,0,Normal
L,1412,55.6,8.220649214659685,67,0,Normal
L,1501,36.2,5.689654450261781,69,0,Normal
L,1414,44.8,6.633214659685864,71,0,Normal
L,1879,21.3,4.190858638743456,78,0,Normal
L,1695,30.7,5.448848167539267,90,0,Normal
L,1491,39.8,6.213801047120419,92,0,Normal
L,1567,31.7,5.201455497382199,97,0,Normal
L,1736,32.9,5.980565445026177,99,0,Normal
L,2183,17.0,3.8859685863874347,110,0,Normal
L,1577,38.1,6.291486910994765,112,0,Normal
L,1535,33.3,5.35240837696335,120,0,Normal
L,1424,50.8,7.574785340314135,128,0,Normal
L,1514,34.7,5.501130890052356,130,0,Normal
L,1449,41.7,6.3270471204188485,132,0,Normal
L,1564,41.9,6.861947643979057,137,0,Normal
L,1428,46.2,6.908230366492147,139,0,Normal
L,1620,31.0,5.2586387434554975,141,0,Normal
L,1222,66.8,8.547602094240837,148,1,HDF
L,1561,33.3,5.4430680628272246,153,0,Normal
L,1614,33.2,5.610973821989529,155,0,Normal
L,1959,22.3,4.574418848167539,157,0,Normal
L,1944,23.5,4.783664921465968,159,0,Normal
L,1793,25.8,4.843916230366492,161,0,Normal
L,1673,32.2,5.64090052356021,166,0,Normal
L,1564,35.9,5.879329842931937,171,0,Normal
L,1451,45.2,6.8675602094240835,173,0,Normal
L,1476,42.3,6.537675392670157,180,0,Normal
L,1712,30.1,5.39593717277487,182,0,Normal
L,1337,56.8,7.951999999999999,187,1,HDF
L,1927,21.9,4.418984293193716,195,0,Normal
L,1366,50.9,7.280565445026177,200,1,HDF
L,1771,31.6,5.860062827225131,202,0,Normal
L,1406,47.1,6.934303664921466,213,0,Normal
L,1306,61.0,8.341989528795812,215,1,OSF
L,1508,35.5,5.60565445026178,217,0,Normal
L,1301,45.1,6.143989528795811,219,1,HDF
L,1539,38.5,6.20434554973822,221,0,Normal
L,1484,44.6,6.930513089005236,223,0,Normal
L,1507,39.2,6.185801047120419,225,0,Normal
L,1544,42.5,6.871204188481675,227,0,Normal
L,1513,37.9,6.004471204188482,0,0,Normal
L,1351,53.8,7.610869109947644,8,1,HDF
L,1601,35.2,5.901068062827226,10,0,Normal
L,1393,52.9,7.716198952879581,12,0,Normal
L,1592,33.7,5.617842931937173,14,0,Normal
L,1409,51.8,7.6425340314136125,16,0,Normal
L,1393,47.4,6.913947643979057,18,0,Normal
L,1427,45.6,6.8137382198952885,25,0,Normal
L,1763,27.3,5.039780104712042,27,0,Normal
L,1363,46.7,6.665141361256545,29,1,HDF
L,1404,50.9,7.48309947643979,31,0,Normal
L,1510,37.3,5.897696335078534,36,0,Normal
L,1295,51.3,6.956387434554974,51,1,HDF
L,1497,42.8,6.709068062827225,58,0,Normal
L,1465,48.7,7.4707329842931935,60,0,Normal
L,1361,46.5,6.626858638743456,62,1,HDF
L,1546,38.5,6.232565445026178,64,0,Normal
L,1443,45.9,6.935465968586387,74,0,Normal
L,1892,22.5,4.457591623036649,79,0,Normal
L,1473,50.1,7.727465968586388,84,0,Normal
L,1309,52.9,7.250900523560208,86,1,HDF
L,1344,49.3,6.93813612565445,93,1,HDF
L,1391,50.3,7.326418848167539,101,0,Normal
L,1827,23.3,4.4574973821989525,103,0,Normal
L,1761,25.8,4.757465968586388,105,0,Normal
L,1522,36.4,5.801130890052356,107,0,Normal
L,1511,38.9,6.154753926701571,117,0,Normal
L,1404,46.6,6.850931937172775,119,0,Normal
L,1384,45.9,6.651895287958115,121,0,Normal
L,1368,52.6,7.534743455497383,123,0,Normal
L,1641,36.0,6.1859685863874345,125,0,Normal
L,1642,32.3,5.5535706806282725,127,0,Normal
L,1577,41.3,6.819905759162303,134,0,Normal
L,1396,44.1,6.446450261780105,136,0,Normal
L,1646,35.8,6.17034554973822,143,0,Normal
L,1443,40.7,6.149748691099477,145,0,Normal
L,1699,27.9,4.963570680628272,160,0,Normal
L,1431,49.0,7.342303664921466,162,0,Normal
L,1390,47.3,6.884502617801047,164,0,Normal
L,1380,46.1,6.661570680628272,166,0,Normal
L,1457,46.4,7.07903664921466,168,0,Normal
L,1418,42.2,6.265926701570681,170,0,Normal
L,1574,32.7,5.389507853403142,175,0,Normal
L,1710,31.4,5.62240837696335,180,0,Normal
L,1621,38.8,6.585842931937172,182,0,Normal
L,1606,33.6,5.650429319371728,184,0,Normal
L,1503,36.5,5.744450261780105,191,0,Normal
L,1404,48.6,7.144963350785341,193,0,Normal
L,1656,32.7,5.67028272251309,195,0,Normal
L,1531,37.9,6.075905759162304,203,0,Normal
L,1401,53.0,7.775183246073299,208,1,OSF
