机器质量等级,厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
M,29.05000000000001,37.25,1456,47.5,7.2418848167539265,167,0,Normal
M,28.650000000000034,36.75,1334,61.0,8.520837696335079,182,1,HDF
M,28.55000000000001,36.75,1434,47.9,7.192523560209423,189,0,Normal
M,28.55000000000001,36.75,1457,39.2,5.980565445026178,192,0,Normal
M,28.55000000000001,36.85000000000002,1391,50.6,7.370115183246074,195,0,Normal
M,28.650000000000034,36.85000000000002,1781,23.9,4.457162303664921,198,0,Normal
M,28.650000000000034,36.950000000000045,2372,13.9,3.4524397905759163,205,1,PWF
M,28.55000000000001,36.950000000000045,1743,27.3,4.982607329842932,210,0,Normal
M,28.650000000000034,37.05000000000001,1609,34.2,5.7620732984293195,217,0,Normal
M,28.650000000000034,37.05000000000001,1437,42.3,6.364931937172774,0,0,Normal
M,28.55000000000001,36.950000000000045,1644,34.6,5.956272251308901,5,0,Normal
M,28.150000000000034,36.75,1501,39.5,6.208324607329843,27,0,Normal
M,28.350000000000023,36.950000000000045,1468,40.8,6.271664921465968,32,0,Normal
M,28.25,36.85000000000002,1651,29.8,5.151811518324608,44,0,Normal
M,28.350000000000023,36.85000000000002,1417,44.6,6.617612565445027,49,0,Normal
M,28.450000000000045,37.05000000000001,1411,45.1,6.6634659685863875,54,0,Normal
M,28.55000000000001,36.950000000000045,1431,44.0,6.593089005235602,61,0,Normal
M,28.450000000000045,36.75,1746,31.1,5.685926701570681,83,0,Normal
M,28.55000000000001,36.75,1452,41.5,6.309738219895288,86,0,Normal
M,28.55000000000001,36.75,1533,40.9,6.565413612565445,106,0,Normal
M,28.55000000000001,36.650000000000034,1284,68.2,9.169507853403141,111,1,PWF
M,28.650000000000034,36.650000000000034,1546,39.8,6.443015706806282,121,0,Normal
M,28.75,36.55000000000001,1568,37.5,6.157068062827225,135,0,Normal
M,28.850000000000023,36.55000000000001,1386,62.7,9.099706806282722,142,1,PWF
M,28.950000000000045,36.85000000000002,1531,38.0,6.091937172774869,161,0,Normal
M,28.950000000000045,36.950000000000045,1379,48.2,6.959979057591624,166,1,HDF
M,28.75,36.450000000000045,1439,41.7,6.2833821989528795,201,0,Normal
M,28.75,36.55000000000001,1533,35.9,5.762795811518324,204,0,Normal
M,28.75,36.450000000000045,1551,34.6,5.619329842931938,211,0,Normal
M,28.650000000000034,36.450000000000045,1436,49.0,7.367958115183246,214,0,Normal
M,28.75,36.450000000000045,1385,45.8,6.64219895287958,217,0,Normal
M,28.650000000000034,36.35000000000002,1732,30.1,5.458973821989529,220,0,Normal
M,28.950000000000045,36.85000000000002,1355,45.1,6.399005235602094,6,1,HDF
M,29.05000000000001,36.950000000000045,1421,45.4,6.755329842931937,9,0,Normal
M,29.05000000000001,36.950000000000045,1368,51.6,7.391497382198954,12,1,HDF
M,29.05000000000001,36.950000000000045,1572,34.6,5.695413612565446,17,0,Normal
M,29.150000000000034,36.950000000000045,1563,37.8,6.186534031413612,31,0,Normal
M,29.25,37.05000000000001,1485,45.9,7.137329842931937,50,0,Normal
M,29.25,36.950000000000045,1358,54.6,7.764062827225131,61,1,HDF
M,29.55000000000001,37.35000000000002,1398,47.3,6.924125654450261,70,0,Normal
M,29.450000000000045,37.25,1532,36.1,5.791120418848168,77,0,Normal
M,29.450000000000045,37.05000000000001,2676,10.8,3.0262617801047123,84,1,PWF
M,29.450000000000045,37.05000000000001,2157,17.2,3.884858638743456,94,0,Normal
M,29.450000000000045,37.05000000000001,1563,39.0,6.382931937172775,97,0,Normal
M,29.450000000000045,37.05000000000001,1631,31.0,5.29434554973822,100,0,Normal
M,29.25,36.950000000000045,1379,48.9,7.061057591623036,107,1,HDF
M,29.150000000000034,36.950000000000045,1731,33.4,6.053968586387434,112,0,Normal
M,29.25,36.950000000000045,1577,35.8,5.911685863874346,136,0,Normal
M,29.25,37.05000000000001,1392,55.8,8.133361256544502,143,0,Normal
M,29.350000000000023,37.150000000000034,1488,41.8,6.512921465968586,160,0,Normal
M,29.25,37.150000000000034,1378,54.3,7.835120418848167,165,1,HDF
M,29.350000000000023,37.150000000000034,1447,39.2,5.93951832460733,172,0,Normal
M,29.350000000000023,37.150000000000034,1710,27.3,4.8882722513089005,186,0,Normal
M,29.450000000000045,37.25,1544,35.1,5.674806282722513,25,0,Normal
M,29.450000000000045,37.25,1451,43.1,6.548492146596859,35,0,Normal
M,29.450000000000045,37.35000000000002,1965,20.2,4.156335078534031,40,0,Normal
M,29.350000000000023,37.25,1509,37.6,5.941193717277487,45,0,Normal
M,29.450000000000045,37.35000000000002,1420,56.4,8.386178010471204,57,0,Normal
M,29.350000000000023,37.25,1605,36.0,6.050261780104712,69,0,Normal
M,29.350000000000023,37.05000000000001,1751,30.5,5.592198952879581,90,0,Normal
M,29.25,36.950000000000045,1520,36.6,5.825340314136126,97,0,Normal
M,29.350000000000023,37.150000000000034,1411,49.5,7.313560209424084,110,0,Normal
M,29.350000000000023,37.35000000000002,1918,21.6,4.338094240837696,131,0,Normal
M,29.350000000000023,37.35000000000002,1527,38.8,6.203937172774869,136,0,Normal
M,29.25,37.25,1463,42.2,6.464774869109949,139,0,Normal
M,29.25,37.35000000000002,1372,45.7,6.565486910994765,144,1,HDF
M,29.25,37.25,1586,34.3,5.696314136125654,149,0,Normal
M,29.25,37.150000000000034,1375,52.5,7.55890052356021,161,1,HDF
M,29.350000000000023,37.25,1580,35.6,5.889842931937173,176,0,Normal
M,29.350000000000023,37.25,1581,32.7,5.413476439790577,181,0,Normal
M,29.450000000000045,37.35000000000002,1542,39.9,6.442492146596858,184,0,Normal
M,29.350000000000023,37.25,1429,43.2,6.464167539267016,191,0,Normal
M,29.350000000000023,37.25,1451,53.6,8.143832460732986,194,0,Normal
M,29.350000000000023,37.35000000000002,1507,40.2,6.343602094240838,201,0,Normal
M,29.450000000000045,37.35000000000002,1524,33.7,5.377884816753927,204,0,Normal
M,29.55000000000001,37.35000000000002,1880,22.7,4.46869109947644,207,0,Normal
M,29.55000000000001,37.450000000000045,1349,51.2,7.232335078534032,6,1,HDF
M,29.650000000000034,37.650000000000034,1451,44.7,6.791591623036649,32,0,Normal
M,29.55000000000001,37.650000000000034,1555,36.1,5.878062827225131,35,0,Normal
M,29.75,37.85000000000002,1556,36.5,5.947015706806282,44,0,Normal
M,29.75,37.85000000000002,1402,40.7,5.975015706806283,52,0,Normal
M,29.75,37.85000000000002,1437,49.9,7.508513089005236,55,0,Normal
M,29.75,37.950000000000045,1926,21.8,4.396523560209425,58,0,Normal
M,29.75,38.05000000000001,1467,37.7,5.791193717277487,73,0,Normal
M,29.650000000000034,37.85000000000002,1507,33.4,5.270554973821989,82,0,Normal
M,29.850000000000023,38.05000000000001,1387,41.4,6.012753926701571,100,0,Normal
M,29.850000000000023,38.05000000000001,1460,43.9,6.711413612565445,103,0,Normal
M,29.850000000000023,37.950000000000045,1490,43.0,6.708900523560209,108,0,Normal
M,29.850000000000023,37.950000000000045,1372,54.3,7.801005235602093,117,1,HDF
M,29.850000000000023,37.85000000000002,1409,41.7,6.152387434554974,120,0,Normal
M,29.850000000000023,38.05000000000001,1519,38.0,6.044188481675393,139,0,Normal
M,29.950000000000045,38.25,1831,23.3,4.467256544502618,161,0,Normal
M,29.850000000000023,38.150000000000034,1335,53.6,7.492774869109947,164,1,HDF
M,29.850000000000023,37.950000000000045,1526,37.3,5.9601884816753925,176,0,Normal
M,29.850000000000023,37.950000000000045,1428,39.8,5.951246073298429,181,0,Normal
M,29.850000000000023,38.05000000000001,1592,38.9,6.484691099476439,188,0,Normal
M,29.850000000000023,37.950000000000045,1597,36.7,6.137162303664922,191,0,Normal
M,29.75,38.05000000000001,1330,53.7,7.478638743455497,200,1,HDF
M,29.850000000000023,38.05000000000001,1614,35.7,6.033486910994765,207,0,Normal
M,29.950000000000045,38.150000000000034,1847,24.7,4.777057591623037,212,0,Normal
M,30.150000000000034,38.25,1395,59.1,8.632931937172774,4,0,Normal
M,29.950000000000045,37.950000000000045,1594,35.5,5.925340314136125,13,0,Normal
M,29.950000000000045,37.85000000000002,1510,47.6,7.526282722513089,16,0,Normal
M,29.950000000000045,38.05000000000001,1489,44.5,6.9382722513089,27,0,Normal
M,30.150000000000034,38.150000000000034,1566,46.1,7.559434554973823,41,0,Normal
M,30.25,38.25,1307,54.0,7.390366492146597,44,1,HDF
M,30.150000000000034,38.35000000000002,1569,36.6,6.013130890052357,47,0,Normal
M,30.150000000000034,38.35000000000002,1373,47.3,6.800303664921465,60,1,HDF
M,30.450000000000045,38.650000000000034,1659,34.7,6.027989528795811,94,0,Normal
M,30.450000000000045,38.650000000000034,1421,44.8,6.666052356020942,101,1,RNF
M,30.450000000000045,38.650000000000034,1627,30.8,5.247287958115183,104,0,Normal
M,30.350000000000023,38.450000000000045,1562,34.2,5.593759162303665,107,0,Normal
M,30.25,38.35000000000002,1560,36.4,5.945968586387434,114,0,Normal
M,30.25,38.35000000000002,1483,43.0,6.67738219895288,117,0,Normal
M,30.25,38.25,1606,29.6,4.977759162303665,122,0,Normal
M,30.25,38.35000000000002,1817,24.7,4.699465968586388,125,0,Normal
M,30.350000000000023,38.450000000000045,1573,34.0,5.600209424083769,134,0,Normal
M,30.450000000000045,38.650000000000034,1432,42.5,6.372774869109947,150,0,Normal
M,30.25,38.450000000000045,1446,50.0,7.570680628272251,163,0,Normal
M,30.25,38.55000000000001,1515,44.2,7.011832460732984,168,0,Normal
M,30.25,38.450000000000045,1425,45.4,6.77434554973822,184,0,Normal
M,30.25,38.55000000000001,1690,34.9,6.176020942408377,189,0,Normal
M,30.25,38.55000000000001,1353,44.1,6.247884816753927,192,1,HDF
M,30.25,38.650000000000034,1391,42.7,6.219445026178011,197,0,Normal
M,30.25,38.650000000000034,1515,42.6,6.758010471204188,204,0,Normal
M,30.25,38.650000000000034,2133,18.3,4.087319371727749,207,0,Normal
M,30.25,38.650000000000034,1341,47.0,6.599685863874345,210,1,HDF
M,30.05000000000001,38.35000000000002,1336,58.2,8.141905759162304,2,1,HDF
M,30.05000000000001,38.25,2102,19.0,4.181989528795811,5,0,Normal
M,30.05000000000001,38.05000000000001,1688,31.9,5.638450261780104,33,0,Normal
M,30.150000000000034,38.35000000000002,1384,54.8,7.941696335078534,48,0,Normal
M,30.55000000000001,38.85000000000002,2663,11.4,3.178869109947644,71,1,PWF
M,30.55000000000001,38.85000000000002,1402,48.6,7.134785340314136,76,0,Normal
M,30.450000000000045,38.85000000000002,1645,35.7,6.149371727748692,81,0,Normal
M,30.450000000000045,38.75,1617,36.0,6.095497382198953,95,0,Normal
M,30.450000000000045,38.85000000000002,1435,37.9,5.694921465968586,98,0,Normal
M,30.350000000000023,39.05000000000001,1818,23.6,4.492649214659687,109,0,Normal
M,30.55000000000001,39.55000000000001,1469,48.5,7.460366492146597,147,0,Normal
M,30.350000000000023,39.35000000000002,1353,51.0,7.2254450261780105,172,0,Normal
M,30.350000000000023,39.25,1318,54.2,7.480167539267017,177,0,Normal
M,30.25,38.950000000000045,1499,39.4,6.184356020942408,197,0,Normal
M,30.25,38.85000000000002,1748,28.4,5.198240837696335,200,0,Normal
M,30.150000000000034,38.650000000000034,1536,40.6,6.530010471204189,205,0,Normal
M,30.450000000000045,38.950000000000045,1967,20.9,4.304743455497381,2,0,Normal
M,30.450000000000045,38.950000000000045,1627,32.5,5.536910994764398,7,0,Normal
M,30.25,38.75,1510,42.2,6.672460732984294,36,0,Normal
M,30.25,38.75,1419,50.9,7.563047120418847,39,0,Normal
M,30.150000000000034,38.650000000000034,1441,44.9,6.774963350785341,61,0,Normal
M,30.150000000000034,38.650000000000034,1489,49.4,7.7022617801047115,64,0,Normal
M,30.25,38.650000000000034,1316,50.9,7.014073298429318,69,1,HDF
M,30.150000000000034,38.650000000000034,1583,33.3,5.519780104712042,72,0,Normal
M,30.150000000000034,38.650000000000034,1548,33.5,5.430157068062827,75,0,Normal
M,30.350000000000023,38.85000000000002,1475,42.9,6.625916230366492,85,0,Normal
M,30.450000000000045,39.150000000000034,1698,31.3,5.56517277486911,100,0,Normal
M,30.450000000000045,39.25,1504,49.5,7.795602094240838,109,0,Normal
M,30.450000000000045,39.150000000000034,1915,22.3,4.471675392670157,116,0,Normal
M,30.350000000000023,39.150000000000034,1624,34.8,5.917821989528796,121,0,Normal
M,30.55000000000001,39.25,1631,28.5,4.867382198952879,132,0,Normal
M,30.55000000000001,39.25,1474,38.8,5.988607329842932,139,0,Normal
M,30.55000000000001,39.25,1540,37.4,6.030994764397906,146,0,Normal
M,30.55000000000001,39.25,1546,33.7,5.45551832460733,149,0,Normal
M,30.650000000000034,39.450000000000045,1527,41.9,6.699612565445026,159,0,Normal
M,30.650000000000034,39.450000000000045,1406,47.1,6.934303664921466,162,0,Normal
M,30.650000000000034,39.450000000000045,1684,29.3,5.166617801047121,167,0,Normal
M,30.55000000000001,39.150000000000034,1756,26.4,4.854282722513088,190,0,Normal
M,30.650000000000034,39.35000000000002,1448,44.3,6.716900523560208,195,0,Normal
M,30.650000000000034,39.25,1597,33.4,5.585319371727748,203,0,Normal
M,30.55000000000001,39.25,1642,32.3,5.5535706806282725,206,0,Normal
M,30.450000000000045,39.150000000000034,1630,32.4,5.530052356020942,223,0,Normal
M,30.450000000000045,39.35000000000002,1607,33.7,5.670774869109948,14,0,Normal
M,30.450000000000045,39.35000000000002,1459,48.2,7.3637486910994765,17,0,Normal
M,30.350000000000023,39.25,1606,31.7,5.330910994764397,22,0,Normal
M,30.350000000000023,39.150000000000034,1593,35.2,5.871581151832461,29,0,Normal
M,30.350000000000023,39.150000000000034,1532,41.7,6.689465968586387,32,0,Normal
M,30.25,39.05000000000001,1561,38.2,6.244000000000001,45,0,Normal
M,30.25,39.05000000000001,1615,35.7,6.037225130890053,56,0,Normal
M,30.25,39.05000000000001,1972,23.5,4.852565445026178,59,0,Normal
M,30.350000000000023,39.150000000000034,1543,33.3,5.380303664921465,71,0,Normal
M,30.150000000000034,38.950000000000045,1693,30.0,5.318324607329843,80,0,Normal
M,30.350000000000023,39.25,1606,30.1,5.061842931937173,98,0,Normal
M,30.450000000000045,39.55000000000001,1699,31.5,5.6040314136125655,105,0,Normal
M,30.450000000000045,39.55000000000001,1765,27.5,5.082460732984293,115,0,Normal
M,30.55000000000001,39.55000000000001,1669,31.7,5.540031413612565,120,0,Normal
M,30.650000000000034,39.55000000000001,1500,41.7,6.549738219895289,125,0,Normal
M,30.650000000000034,39.55000000000001,1555,33.4,5.4384293193717275,128,0,Normal
M,30.650000000000034,39.55000000000001,1919,20.2,4.059036649214659,131,0,Normal
M,30.650000000000034,39.55000000000001,1374,53.6,7.711664921465969,136,0,Normal
M,30.650000000000034,39.35000000000002,1366,45.1,6.450952879581152,143,0,Normal
M,30.650000000000034,39.35000000000002,2344,15.2,3.7307643979057588,146,0,Normal
M,30.650000000000034,39.450000000000045,1768,23.9,4.424628272251309,149,0,Normal
M,30.850000000000023,39.55000000000001,1456,51.2,7.805989528795811,160,0,Normal
M,30.650000000000034,39.55000000000001,1364,49.3,7.0413821989528795,167,0,Normal
M,30.75,39.55000000000001,1485,43.3,6.733036649214659,174,0,Normal
M,30.55000000000001,39.55000000000001,1612,36.3,6.127287958115183,200,0,Normal
M,30.55000000000001,39.650000000000034,1685,31.8,5.610785340314136,203,0,Normal
M,30.55000000000001,39.650000000000034,1558,37.7,6.150429319371728,206,0,Normal
M,30.650000000000034,39.85000000000002,1789,23.5,4.4022513089005235,215,0,Normal
M,30.55000000000001,39.85000000000002,1303,54.4,7.422324607329843,2,0,Normal
M,30.75,39.85000000000002,1475,41.0,6.332460732984293,11,0,Normal
M,30.350000000000023,39.450000000000045,1642,29.4,5.054952879581151,18,0,Normal
M,30.450000000000045,39.650000000000034,1400,43.2,6.332984293193718,23,0,Normal
M,30.450000000000045,39.650000000000034,2659,11.4,3.1740942408376966,26,1,PWF
M,30.450000000000045,39.650000000000034,1825,25.2,4.815706806282723,29,0,Normal
M,30.55000000000001,39.75,1532,41.3,6.625298429319372,32,0,Normal
M,30.450000000000045,39.55000000000001,2174,17.6,4.006534031413612,37,0,Normal
M,30.55000000000001,39.75,1444,52.7,7.968460732984293,46,0,Normal
M,30.55000000000001,39.650000000000034,1366,47.3,6.765633507853403,49,0,Normal
M,30.55000000000001,39.650000000000034,1634,33.8,5.783162303664922,63,0,Normal
M,30.650000000000034,39.75,1815,27.8,5.2834554973821986,66,0,Normal
M,30.650000000000034,39.75,1594,35.2,5.8752670157068065,69,0,Normal
M,30.75,39.85000000000002,1620,36.6,6.208586387434555,80,0,Normal
M,30.850000000000023,39.950000000000045,1466,39.5,6.063560209424084,83,0,Normal
M,30.850000000000023,39.85000000000002,1575,34.5,5.689790575916231,92,0,Normal
M,30.75,39.950000000000045,1473,42.8,6.601507853403141,97,0,Normal
M,30.75,40.05000000000001,1630,29.3,5.000942408376964,104,0,Normal
M,30.75,40.05000000000001,1624,39.8,6.768083769633508,107,0,Normal
M,30.75,39.950000000000045,1437,48.3,7.267759162303664,110,0,Normal
M,30.650000000000034,39.85000000000002,1514,45.0,7.134031413612566,113,0,Normal
M,30.850000000000023,39.950000000000045,1694,31.4,5.569801047120419,116,0,Normal
M,30.75,39.950000000000045,1514,41.1,6.515748691099477,121,0,Normal
M,30.850000000000023,40.05000000000001,1500,40.6,6.37696335078534,124,0,Normal
M,30.950000000000045,40.05000000000001,1586,41.1,6.825612565445026,129,0,Normal
M,30.950000000000045,40.05000000000001,1510,46.9,7.415602094240838,152,0,Normal
M,30.950000000000045,40.05000000000001,1410,42.4,6.260104712041885,155,0,Normal
M,30.950000000000045,40.150000000000034,1680,29.3,5.15434554973822,158,0,Normal
M,30.75,39.75,1430,53.5,8.010994764397905,189,0,Normal
M,31.05000000000001,40.05000000000001,1396,50.5,7.3819895287958115,11,0,Normal
M,31.150000000000034,40.150000000000034,1540,39.0,6.289005235602095,14,0,Normal
M,31.05000000000001,40.05000000000001,1380,48.7,7.037277486910995,17,0,Normal
M,31.05000000000001,39.950000000000045,1608,31.1,5.236523560209425,20,0,Normal
M,30.850000000000023,39.85000000000002,1454,46.8,7.125361256544502,30,0,Normal
M,31.150000000000034,40.25,1482,43.8,6.797026178010471,41,0,Normal
M,31.05000000000001,40.25,1411,54.8,8.096628272251309,44,0,Normal
M,30.950000000000045,40.150000000000034,1494,39.0,6.101151832460733,49,0,Normal
M,30.850000000000023,39.85000000000002,1377,56.0,8.07455497382199,61,0,Normal
M,30.850000000000023,39.85000000000002,1685,28.2,4.975602094240838,66,0,Normal
M,30.75,39.950000000000045,1483,47.2,7.32959162303665,71,0,Normal
M,30.75,40.05000000000001,1570,40.7,6.690994764397907,74,0,Normal
M,30.75,40.05000000000001,1608,40.6,6.836104712041885,79,0,Normal
M,30.850000000000023,40.150000000000034,1415,52.8,7.82324607329843,82,0,Normal
M,30.950000000000045,40.35000000000002,1470,45.8,7.049842931937173,85,0,Normal
M,30.950000000000045,40.35000000000002,1428,39.9,5.966198952879581,88,0,Normal
M,31.05000000000001,40.35000000000002,1437,47.2,7.102240837696336,102,0,Normal
M,30.950000000000045,40.25,1518,42.4,6.739602094240837,105,0,Normal
M,30.950000000000045,40.35000000000002,1587,33.6,5.583581151832461,108,0,Normal
M,30.850000000000023,40.25,1389,45.8,6.66138219895288,123,0,Normal
M,30.850000000000023,40.35000000000002,1732,26.2,4.751664921465968,126,0,Normal
M,30.950000000000045,40.450000000000045,1441,43.7,6.593895287958116,131,0,Normal
M,31.05000000000001,40.650000000000034,1481,44.9,6.9630261780104705,136,0,Normal
M,31.05000000000001,40.55000000000001,2113,18.4,4.071120418848167,139,0,Normal
M,31.05000000000001,40.450000000000045,1512,33.4,5.288041884816754,146,0,Normal
M,31.05000000000001,40.450000000000045,1424,43.7,6.516104712041885,151,0,Normal
M,31.05000000000001,40.35000000000002,1532,41.3,6.625298429319372,161,0,Normal
